Music,Genre,SampleRate
"[-0.06051636 -0.06201172 -0.03417969 ... -0.01367188 -0.06228638
 -0.06088257]",disco,22050
"[ 0.01351929 -0.00387573 -0.0055542  ... -0.10577393 -0.0737915
 -0.10586548]",disco,22050
[0.04678345 0.07421875 0.07055664 ... 0.19915771 0.21505737 0.2149353 ],disco,22050
"[-0.09927368 -0.12609863 -0.11959839 ...  0.09136963  0.07055664
  0.04977417]",disco,22050
"[ 0.01690674  0.01544189  0.01333618 ... -0.13110352 -0.07781982
  0.00979614]",disco,22050
[0.03042603 0.04797363 0.03930664 ... 0.06710815 0.14303589 0.18615723],disco,22050
[0.04318237 0.04827881 0.05279541 ... 0.20962524 0.18035889 0.13616943],disco,22050
"[ 0.02081299  0.08752441  0.06787109 ... -0.07040405 -0.13134766
 -0.24331665]",disco,22050
"[ 0.00817871  0.00778198  0.0067749  ... -0.06130981 -0.05337524
 -0.04385376]",disco,22050
"[-0.02532959 -0.01724243 -0.01724243 ... -0.03591919 -0.04110718
 -0.03720093]",disco,22050
"[ 0.03356934  0.03414917  0.02133179 ... -0.08337402 -0.06295776
 -0.04690552]",disco,22050
"[ 0.05078125  0.05444336  0.08117676 ... -0.00238037  0.
 -0.0848999 ]",disco,22050
"[ 0.11407471  0.0262146  -0.08010864 ... -0.06292725 -0.00262451
 -0.15042114]",disco,22050
"[ 0.00488281  0.00802612  0.01834106 ... -0.0269165  -0.02349854
 -0.01708984]",disco,22050
"[ 0.03369141  0.02362061 -0.01922607 ...  0.027771    0.04779053
  0.04721069]",disco,22050
"[-0.03701782 -0.06021118 -0.05078125 ...  0.01199341 -0.012146
  0.00640869]",disco,22050
"[ 0.23965454  0.25027466  0.23980713 ... -0.05026245  0.06378174
  0.06427002]",disco,22050
"[ 0.16619873  0.12957764  0.10116577 ... -0.11779785 -0.13143921
 -0.08724976]",disco,22050
"[ 0.03372192  0.05703735  0.06817627 ... -0.00717163  0.00860596
  0.02481079]",disco,22050
"[ 0.06814575  0.02600098 -0.02764893 ... -0.06402588 -0.09243774
 -0.07168579]",disco,22050
"[ 0.03781128  0.06408691  0.03387451 ... -0.29934692 -0.26086426
 -0.15597534]",disco,22050
"[-0.4039917  -0.78549194 -0.39001465 ... -0.45870972 -0.4875183
 -0.47406006]",disco,22050
"[ 0.03485107  0.08166504  0.05599976 ... -0.01049805 -0.00112915
  0.01889038]",disco,22050
"[-0.00735474 -0.09512329 -0.16320801 ...  0.10736084  0.19329834
  0.24414062]",disco,22050
"[ 0.12200928  0.09695435  0.10119629 ... -0.04769897 -0.04824829
 -0.04171753]",disco,22050
"[ 0.07159424  0.07232666  0.07189941 ... -0.1463623  -0.09390259
 -0.08886719]",disco,22050
"[ 0.03497314  0.03442383  0.03503418 ... -0.05535889 -0.07684326
 -0.08679199]",disco,22050
"[ 0.43981934  0.42642212  0.39328003 ...  0.16751099  0.02386475
 -0.08129883]",disco,22050
"[-0.16381836 -0.14376831 -0.11804199 ... -0.29336548 -0.08843994
 -0.16705322]",disco,22050
"[-0.16381836 -0.14376831 -0.11804199 ... -0.29336548 -0.08843994
 -0.16705322]",disco,22050
[0.24325562 0.39767456 0.3430786  ... 0.31188965 0.33831787 0.17007446],hiphop,22050
"[-0.0581665   0.01168823  0.03125    ... -0.08297729 -0.07485962
 -0.0333252 ]",hiphop,22050
"[-0.256073   -0.21865845 -0.1581726  ...  0.14041138  0.1430664
  0.1512146 ]",hiphop,22050
"[-0.00393677  0.02148438  0.04342651 ...  0.06762695  0.05975342
  0.05630493]",hiphop,22050
[0.22058105 0.2211914  0.22750854 ... 0.14099121 0.0899353  0.10610962],hiphop,22050
"[-0.20193481 -0.146698   -0.13778687 ...  0.05685425  0.06924438
 -0.02584839]",hiphop,22050
"[-0.07452393 -0.05429077 -0.01657104 ...  0.11120605  0.09216309
  0.1697998 ]",hiphop,22050
"[ 0.00967407  0.01702881 -0.00170898 ...  0.01077271 -0.00213623
 -0.02868652]",hiphop,22050
"[ 0.29486084  0.30841064  0.42001343 ... -0.2321167   0.03030396
  0.02087402]",hiphop,22050
"[ 0.02984619  0.11419678  0.13949585 ... -0.02954102  0.06900024
  0.10324097]",hiphop,22050
"[ 0.17739868  0.19665527  0.21398926 ... -0.31085205 -0.31506348
 -0.29748535]",hiphop,22050
"[ 0.          0.          0.         ... -0.09475708 -0.05712891
 -0.07150269]",hiphop,22050
[0.         0.         0.         ... 0.00576782 0.02093506 0.01660156],hiphop,22050
"[ 0.          0.          0.         ... -0.2982483  -0.33813477
 -0.246521  ]",hiphop,22050
"[ 0.          0.          0.         ... -0.03845215 -0.04229736
 -0.05178833]",hiphop,22050
[0.         0.         0.         ... 0.27600098 0.28393555 0.24511719],hiphop,22050
[0.         0.         0.         ... 0.14782715 0.12515259 0.08468628],hiphop,22050
[0.         0.         0.         ... 0.17059326 0.3791809  0.16635132],hiphop,22050
"[ 0.          0.          0.         ...  0.0027771  -0.02352905
 -0.04238892]",hiphop,22050
[0.         0.         0.         ... 0.052948   0.05502319 0.05471802],hiphop,22050
"[ 0.          0.          0.         ... -0.03845215 -0.04229736
 -0.05178833]",hiphop,22050
"[-0.08398438 -0.09640503 -0.06884766 ... -0.04998779 -0.09375
 -0.13546753]",hiphop,22050
[0.06063843 0.034729   0.0272522  ... 0.15280151 0.14602661 0.11831665],hiphop,22050
"[-0.00500488 -0.00332642 -0.00518799 ... -0.1675415   0.05627441
  0.11383057]",hiphop,22050
"[-0.0227356  -0.17202759 -0.16625977 ... -0.02105713 -0.00115967
  0.13891602]",hiphop,22050
"[-0.02008057 -0.00167847  0.00997925 ...  0.11227417  0.16308594
  0.13439941]",hiphop,22050
"[ 0.09283447  0.10305786  0.11343384 ... -0.07254028 -0.07785034
 -0.07067871]",hiphop,22050
"[ 0.08346558  0.10122681  0.11166382 ... -0.07839966 -0.07263184
 -0.09216309]",hiphop,22050
"[ 0.01806641 -0.08425903 -0.02740479 ... -0.00012207  0.01452637
  0.02053833]",hiphop,22050
[0.24682617 0.1798706  0.21160889 ... 0.13964844 0.14328003 0.1458435 ],hiphop,22050
[0.27172852 0.29891968 0.31332397 ... 0.03329468 0.03466797 0.03259277],hiphop,22050
[0.03295898 0.15820312 0.18359375 ... 0.08776855 0.10784912 0.10800171],hiphop,22050
"[-0.21896362 -0.22869873 -0.22528076 ... -0.2133789  -0.25839233
 -0.2989502 ]",hiphop,22050
"[ 0.26885986  0.29241943  0.28912354 ... -0.03460693 -0.06994629
  0.02908325]",hiphop,22050
"[-0.14361572 -0.13696289 -0.14282227 ... -0.17562866 -0.19967651
 -0.09335327]",hiphop,22050
"[-0.2672119  -0.26296997 -0.23422241 ...  0.16088867  0.15716553
  0.15744019]",hiphop,22050
"[-0.14337158 -0.07418823  0.01269531 ...  0.01269531  0.0640564
  0.10955811]",hiphop,22050
"[ 0.04315186  0.09747314  0.05752563 ... -0.03521729  0.00027466
  0.00268555]",hiphop,22050
"[ 0.00973511  0.00488281 -0.01168823 ...  0.08969116 -0.00772095
 -0.03738403]",hiphop,22050
[0.23736572 0.2171936  0.14602661 ... 0.47381592 0.26287842 0.12106323],hiphop,22050
"[-0.9885559  -0.9885559  -0.9885559  ...  0.08666992  0.1022644
  0.14709473]",hiphop,22050
"[-0.17953491 -0.17953491 -0.17962646 ... -0.04660034 -0.0506897
 -0.05355835]",hiphop,22050
"[-0.02645874 -0.00860596  0.02481079 ...  0.0737915  -0.14147949
 -0.00082397]",hiphop,22050
[0.06576538 0.23931885 0.17428589 ... 0.21966553 0.13690186 0.08480835],hiphop,22050
"[ 0.03500366  0.03509521 -0.02508545 ... -0.3904419  -0.3834839
 -0.37780762]",hiphop,22050
[0.35983276 0.4281311  0.36676025 ... 0.11392212 0.11721802 0.10369873],hiphop,22050
"[-0.02471924 -0.06558228 -0.0567627  ...  0.0652771   0.07254028
  0.08285522]",hiphop,22050
"[-0.16305542 -0.17230225 -0.16052246 ...  0.03668213 -0.01269531
 -0.04077148]",hiphop,22050
"[ 0.2793274   0.2852173   0.29180908 ... -0.21057129 -0.10369873
 -0.02059937]",hiphop,22050
[0.06274414 0.08099365 0.07693481 ... 0.01312256 0.00787354 0.01483154],hiphop,22050
"[ 0.01950073  0.074646    0.1138916  ...  0.17416382 -0.10980225
 -0.20071411]",hiphop,22050
[0.2616577  0.26055908 0.25509644 ... 0.00842285 0.00823975 0.00164795],hiphop,22050
"[-0.20410156  0.43789673 -0.36032104 ...  0.13781738  0.10992432
  0.04663086]",hiphop,22050
[0.2616577  0.26055908 0.25509644 ... 0.00842285 0.00823975 0.00164795],hiphop,22050
"[-0.01690674 -0.01690674 -0.02212524 ...  0.14733887  0.28033447
  0.29586792]",hiphop,22050
"[-0.04498291 -0.22296143 -0.1835022  ...  0.07702637  0.19641113
  0.22677612]",hiphop,22050
"[ 0.0128479   0.02072144  0.01940918 ... -0.02362061 -0.07141113
 -0.09091187]",hiphop,22050
"[ 0.24969482  0.38006592  0.30645752 ...  0.02893066  0.01467896
 -0.00811768]",hiphop,22050
"[ 0.02114868  0.03341675  0.03857422 ... -0.03149414  0.01867676
  0.04660034]",hiphop,22050
"[ 0.03256226  0.05160522  0.04821777 ... -0.0144043  -0.04550171
 -0.06585693]",hiphop,22050
"[ 0.03118896  0.06994629 -0.09649658 ... -0.0272522  -0.02200317
 -0.03103638]",hiphop,22050
"[-0.0020752  -0.00064087 -0.00390625 ...  0.07138062  0.09280396
  0.09332275]",hiphop,22050
"[-0.0177002  -0.01889038 -0.00570679 ...  0.03231812  0.0461731
  0.05865479]",hiphop,22050
"[-0.02380371 -0.0406189  -0.0453186  ... -0.07733154 -0.08001709
 -0.05224609]",hiphop,22050
"[-0.1572876  -0.27365112 -0.23501587 ...  0.17053223  0.17907715
  0.16616821]",hiphop,22050
[0.28259277 0.3574829  0.16244507 ... 0.13201904 0.10986328 0.12219238],hiphop,22050
"[-0.01031494 -0.0010376   0.01626587 ... -0.14926147 -0.21685791
 -0.20541382]",hiphop,22050
[0.00906372 0.02880859 0.04403687 ... 0.08120728 0.10424805 0.12487793],hiphop,22050
"[ 0.01818848  0.01361084  0.01654053 ... -0.03775024 -0.03204346
 -0.09603882]",hiphop,22050
"[ 0.0088501   0.01425171  0.01324463 ... -0.1109314  -0.13116455
 -0.13095093]",hiphop,22050
"[-0.11120605 -0.19821167 -0.13931274 ...  0.04620361  0.04898071
  0.03952026]",hiphop,22050
"[-0.11016846 -0.16085815 -0.11538696 ... -0.13760376 -0.15338135
 -0.12695312]",hiphop,22050
"[-0.11071777 -0.17370605 -0.18719482 ... -0.11444092 -0.14901733
 -0.1451416 ]",hiphop,22050
"[ 0.11871338  0.19989014  0.15310669 ... -0.07220459  0.07394409
  0.1463623 ]",hiphop,22050
"[-0.16567993 -0.14718628 -0.13742065 ...  0.03738403  0.03005981
  0.02575684]",hiphop,22050
"[ 0.02026367  0.01330566  0.0038147  ... -0.02258301 -0.01541138
 -0.00942993]",jazz,22050
"[ 0.00198364  0.00143433 -0.00170898 ...  0.03482056  0.03631592
  0.0345459 ]",jazz,22050
"[ 0.01651001  0.02923584  0.03015137 ... -0.00790405 -0.00375366
  0.01220703]",jazz,22050
"[-0.02191162 -0.03604126 -0.03900146 ...  0.02438354  0.03466797
  0.03918457]",jazz,22050
"[-0.01531982 -0.02963257 -0.0244751  ... -0.02853394 -0.00613403
 -0.00463867]",jazz,22050
[0.04568481 0.05960083 0.03372192 ... 0.00091553 0.00024414 0.00125122],jazz,22050
"[-0.02191162 -0.03909302 -0.03326416 ... -0.03543091 -0.0378418
 -0.03274536]",jazz,22050
"[ 0.00115967  0.00067139 -0.00418091 ... -0.04638672 -0.04507446
 -0.04168701]",jazz,22050
"[-0.02810669 -0.03747559  0.01904297 ...  0.08370972  0.09231567
  0.08880615]",jazz,22050
"[ 0.04055786  0.0703125   0.07653809 ... -0.13601685 -0.17391968
 -0.16320801]",jazz,22050
"[-0.03414917 -0.04660034 -0.02764893 ... -0.01467896 -0.02035522
 -0.01965332]",jazz,22050
"[ 0.05099487  0.07406616  0.0536499  ... -0.00369263 -0.00012207
  0.00216675]",jazz,22050
"[ 0.05029297  0.04327393  0.00137329 ... -0.2033081  -0.22244263
 -0.21456909]",jazz,22050
"[-0.20962524 -0.3809204  -0.39624023 ...  0.03085327  0.02249146
  0.00622559]",jazz,22050
"[-0.0406189  -0.04577637 -0.03967285 ... -0.04379272 -0.05010986
 -0.04797363]",jazz,22050
"[-0.05102539 -0.05874634 -0.0352478  ... -0.10687256 -0.11016846
 -0.10769653]",jazz,22050
"[-0.02023315 -0.05187988 -0.07672119 ...  0.01208496  0.01571655
  0.01812744]",jazz,22050
"[ 0.04382324  0.06265259  0.04187012 ... -0.11987305 -0.14324951
 -0.14401245]",jazz,22050
"[-0.02554321 -0.07177734 -0.11016846 ...  0.00189209 -0.11181641
 -0.1611023 ]",jazz,22050
"[-0.08374023 -0.12731934 -0.10482788 ...  0.07290649  0.03701782
  0.00262451]",jazz,22050
"[-0.11004639 -0.18771362 -0.17840576 ... -0.03662109 -0.03503418
 -0.03079224]",jazz,22050
"[-0.04281616 -0.06454468 -0.05288696 ... -0.00152588 -0.00405884
 -0.00592041]",jazz,22050
"[-0.0062561  -0.00891113 -0.00772095 ... -0.19158936 -0.20874023
 -0.20449829]",jazz,22050
"[-0.02023315 -0.03991699 -0.03979492 ...  0.10791016  0.11074829
  0.0932312 ]",jazz,22050
"[-0.00814819 -0.00872803 -0.00909424 ... -0.0302124  -0.04754639
 -0.05554199]",jazz,22050
"[-0.13595581 -0.09390259 -0.06210327 ...  0.29577637  0.23522949
  0.2368164 ]",jazz,22050
"[-0.03521729 -0.03540039  0.01885986 ...  0.08673096  0.08920288
  0.08895874]",jazz,22050
"[-0.00216675 -0.03436279 -0.03268433 ...  0.41540527  0.4043274
  0.40255737]",jazz,22050
"[ 0.06201172  0.06365967  0.07931519 ... -0.14196777 -0.16790771
 -0.16546631]",jazz,22050
"[-0.04998779 -0.04193115 -0.02993774 ... -0.01553345 -0.01965332
 -0.02023315]",jazz,22050
"[-0.03488159 -0.04223633  0.00186157 ... -0.02185059  0.02493286
  0.06051636]",jazz,22050
"[ 0.0350647   0.03735352  0.03372192 ...  0.02325439 -0.00863647
 -0.01925659]",jazz,22050
"[ 0.07397461  0.06695557  0.0567627  ... -0.00305176 -0.00015259
  0.00292969]",jazz,22050
"[-0.05224609  0.04705811  0.09838867 ...  0.05691528  0.06399536
  0.07427979]",jazz,22050
"[ 0.08435059  0.03036499  0.00839233 ... -0.21139526 -0.21560669
 -0.21411133]",jazz,22050
[0.1663208  0.16705322 0.20510864 ... 0.4413147  0.42208862 0.37982178],jazz,22050
"[-0.28155518 -0.3609314  -0.4019165  ...  0.03143311  0.02233887
  0.00592041]",jazz,22050
"[-0.06072998 -0.06820679 -0.16693115 ...  0.11166382  0.03173828
  0.04846191]",jazz,22050
"[ 0.22244263  0.05227661 -0.05319214 ... -0.40270996 -0.40472412
 -0.40567017]",jazz,22050
"[-0.06362915 -0.03799438 -0.04327393 ... -0.04537964 -0.04827881
 -0.04840088]",jazz,22050
"[ 0.08837891  0.00109863  0.08291626 ...  0.02581787 -0.03207397
 -0.09005737]",jazz,22050
"[-0.07733154 -0.0501709  -0.03863525 ... -0.1109314  -0.105896
 -0.1078186 ]",jazz,22050
"[ 0.0632019   0.05630493  0.04446411 ... -0.12527466 -0.13815308
 -0.14428711]",jazz,22050
"[-0.02954102 -0.07070923 -0.10971069 ...  0.06945801 -0.19406128
 -0.08355713]",jazz,22050
"[-0.11947632 -0.11639404 -0.10928345 ...  0.07235718  0.03713989
  0.00350952]",jazz,22050
"[-0.15301514 -0.17422485 -0.18338013 ... -0.03778076 -0.0340271
 -0.03158569]",jazz,22050
"[-0.06265259 -0.05786133 -0.05596924 ... -0.00128174 -0.00396729
 -0.00643921]",jazz,22050
"[-0.07580566 -0.10604858 -0.07144165 ...  0.10879517  0.03897095
  0.03817749]",jazz,22050
"[-0.13952637 -0.13168335 -0.14813232 ...  0.07772827  0.06713867
  0.07391357]",jazz,22050
"[-0.01861572 -0.0229187  -0.00646973 ... -0.30789185 -0.28320312
 -0.222229  ]",jazz,22050
[0.09100342 0.08599854 0.08410645 ... 0.08886719 0.07849121 0.06893921],jazz,22050
"[ 0.00402832  0.00827026  0.01098633 ... -0.25946045 -0.21722412
 -0.17755127]",jazz,22050
"[ 0.10202026  0.10891724  0.11755371 ... -0.02044678 -0.03045654
 -0.00079346]",jazz,22050
"[ 0.03045654  0.01077271 -0.00854492 ... -0.01879883 -0.00799561
 -0.00091553]",jazz,22050
"[-0.01028442 -0.01870728 -0.01431274 ... -0.07843018 -0.07788086
 -0.05490112]",jazz,22050
"[ 0.06414795 -0.00982666  0.08511353 ...  0.00830078 -0.02224731
 -0.03018188]",jazz,22050
"[ 0.00747681 -0.00967407 -0.01113892 ...  0.01791382  0.01971436
  0.01654053]",jazz,22050
"[-0.01693726 -0.03903198 -0.05743408 ... -0.02923584 -0.02664185
 -0.01321411]",jazz,22050
"[-0.03375244 -0.02975464 -0.03762817 ... -0.11248779 -0.1479187
 -0.17633057]",jazz,22050
"[ 0.02148438  0.003479   -0.00161743 ... -0.19900513 -0.03552246
  0.10549927]",jazz,22050
"[-0.07281494 -0.00500488 -0.06283569 ... -0.03079224 -0.02597046
 -0.03338623]",jazz,22050
"[ 0.02398682  0.02374268  0.02572632 ... -0.04324341 -0.09570312
 -0.05776978]",jazz,22050
"[-0.09240723 -0.06481934 -0.06246948 ...  0.05194092  0.04388428
  0.03231812]",jazz,22050
[0.01177979 0.01397705 0.0189209  ... 0.07901001 0.08682251 0.0871582 ],jazz,22050
[0.06491089 0.06274414 0.0592041  ... 0.05526733 0.05007935 0.04986572],jazz,22050
"[-0.00344849 -0.00244141 -0.00158691 ... -0.01519775  0.04669189
  0.05368042]",jazz,22050
"[ 0.02526855  0.02520752  0.02957153 ...  0.04119873 -0.01599121
  0.04489136]",jazz,22050
"[ 0.00921631  0.00726318 -0.00234985 ...  0.00167847 -0.03924561
 -0.05404663]",jazz,22050
"[-0.03860474 -0.05270386 -0.02633667 ... -0.0128479  -0.01394653
 -0.01269531]",jazz,22050
"[-0.06219482 -0.09188843 -0.072052   ...  0.05307007  0.05627441
  0.05758667]",jazz,22050
[0.04501343 0.07720947 0.05825806 ... 0.04803467 0.05303955 0.05331421],jazz,22050
"[ 0.02279663  0.03564453  0.02920532 ... -0.01782227 -0.01934814
 -0.01861572]",jazz,22050
"[-0.03106689 -0.05078125 -0.04537964 ...  0.05258179  0.0463562
  0.04959106]",jazz,22050
"[-0.01385498 -0.00756836  0.00662231 ... -0.04138184 -0.0425415
 -0.03778076]",jazz,22050
"[-0.11505127 -0.12127686 -0.13723755 ... -0.20852661 -0.13613892
 -0.03717041]",metal,22050
"[ 0.07336426  0.09289551  0.03027344 ... -0.05554199 -0.00241089
  0.05871582]",metal,22050
"[-0.00836182  0.00436401 -0.01062012 ...  0.0295105   0.03063965
  0.06661987]",metal,22050
"[ 0.02609253  0.06872559  0.09588623 ... -0.1947937  -0.31329346
 -0.28796387]",metal,22050
"[-0.00762939  0.00402832  0.01251221 ... -0.13613892 -0.07125854
 -0.01226807]",metal,22050
"[-0.3647461  -0.39352417 -0.40853882 ... -0.1711731  -0.17068481
 -0.15899658]",metal,22050
"[ 0.41107178  0.43389893  0.36236572 ... -0.30221558 -0.23269653
 -0.29507446]",metal,22050
"[-0.07992554 -0.08685303 -0.05004883 ... -0.07504272 -0.12322998
 -0.10430908]",metal,22050
"[-0.236969   -0.26339722 -0.25302124 ... -0.29763794 -0.00372314
  0.16821289]",metal,22050
"[-0.0173645   0.01452637  0.02264404 ... -0.03912354 -0.03588867
 -0.01013184]",metal,22050
"[-0.01220703  0.02713013  0.15164185 ... -0.13601685 -0.09924316
 -0.22912598]",metal,22050
"[ 0.034729    0.07818604  0.0899353  ... -0.17190552 -0.19494629
 -0.19726562]",metal,22050
"[-0.1151123  -0.13549805 -0.14663696 ... -0.12606812 -0.06646729
 -0.00292969]",metal,22050
"[-0.09664917 -0.05780029  0.01654053 ... -0.4532776  -0.45162964
 -0.3480835 ]",metal,22050
"[-0.04263306 -0.01522827 -0.02587891 ... -0.10150146 -0.10940552
 -0.11834717]",metal,22050
"[ 0.13366699  0.20907593  0.18832397 ... -0.14013672 -0.11312866
 -0.04711914]",metal,22050
"[-0.03417969 -0.02215576  0.01190186 ...  0.15057373  0.08218384
  0.01947021]",metal,22050
"[ 0.0222168   0.0296936   0.03231812 ...  0.04040527 -0.0479126
 -0.12384033]",metal,22050
"[-0.08648682 -0.16723633 -0.12652588 ...  0.10470581  0.13891602
  0.16149902]",metal,22050
"[-0.01809692  0.00430298  0.01394653 ... -0.17477417 -0.28582764
 -0.34246826]",metal,22050
"[ 0.04074097  0.04595947  0.03143311 ...  0.0904541  -0.03186035
 -0.05340576]",metal,22050
"[-0.04641724 -0.00845337  0.04092407 ...  0.48138428  0.4666443
  0.37408447]",metal,22050
"[-0.0038147   0.08908081  0.16000366 ... -0.00866699 -0.01025391
  0.00592041]",metal,22050
"[-0.29144287 -0.59036255 -0.6340332  ... -0.3718567  -0.4647522
 -0.40859985]",metal,22050
"[ 0.00521851 -0.03253174 -0.15594482 ... -0.15679932 -0.21084595
 -0.23257446]",metal,22050
[0.22305298 0.35424805 0.42669678 ... 0.12341309 0.17764282 0.23867798],metal,22050
"[ 0.34439087  0.42144775  0.19821167 ... -0.31454468 -0.17037964
 -0.17459106]",metal,22050
"[ 0.39987183  0.567688    0.3338318  ... -0.09738159  0.05456543
  0.04785156]",metal,22050
"[-0.48910522 -0.77838135 -0.70703125 ... -0.09866333 -0.21850586
 -0.21209717]",metal,22050
"[-0.08584595 -0.09381104 -0.21917725 ...  0.16452026  0.12005615
  0.1569519 ]",metal,22050
"[-0.11386108 -0.15759277 -0.08456421 ... -0.4359436  -0.4033203
 -0.1847229 ]",metal,22050
"[ 0.05352783  0.15640259  0.14309692 ... -0.29437256 -0.26190186
 -0.21813965]",metal,22050
"[ 0.04806519  0.11572266  0.17010498 ... -0.0383606  -0.08569336
 -0.0737915 ]",metal,22050
[0.22888184 0.25204468 0.09558105 ... 0.19613647 0.35977173 0.2919922 ],metal,22050
"[-0.02770996 -0.08151245 -0.09231567 ...  0.10531616  0.11734009
  0.11154175]",metal,22050
"[-0.08648682 -0.10812378 -0.05697632 ...  0.00598145 -0.00784302
 -0.01211548]",metal,22050
"[ 0.13366699  0.20907593  0.18832397 ... -0.14013672 -0.11312866
 -0.04711914]",metal,22050
"[-0.03417969 -0.02215576  0.01190186 ...  0.15057373  0.08218384
  0.01947021]",metal,22050
"[ 0.0222168   0.0296936   0.03231812 ...  0.04040527 -0.0479126
 -0.12384033]",metal,22050
"[-0.08648682 -0.16723633 -0.12652588 ...  0.10470581  0.13891602
  0.16149902]",metal,22050
"[-0.01809692  0.00430298  0.01394653 ... -0.17477417 -0.28582764
 -0.34246826]",metal,22050
"[ 0.04074097  0.04595947  0.03143311 ...  0.0904541  -0.03186035
 -0.05340576]",metal,22050
"[-0.12936401 -0.14221191 -0.11578369 ... -0.07162476  0.02050781
  0.02780151]",metal,22050
"[ 0.03042603  0.05450439  0.14379883 ... -0.04827881 -0.01419067
 -0.01443481]",metal,22050
[0.19439697 0.16574097 0.10437012 ... 0.12704468 0.11346436 0.09072876],metal,22050
"[-0.00775146 -0.02368164 -0.03305054 ...  0.00143433 -0.01153564
  0.00460815]",metal,22050
"[ 0.01483154  0.00656128 -0.00634766 ... -0.00927734 -0.02938843
  0.00762939]",metal,22050
"[-0.14147949 -0.05548096  0.10794067 ...  0.01657104  0.17730713
  0.14160156]",metal,22050
"[ 0.11010742  0.11685181  0.11102295 ... -0.21173096  0.04977417
  0.17297363]",metal,22050
"[-0.00717163 -0.00680542  0.00445557 ...  0.00814819 -0.02844238
 -0.02645874]",metal,22050
"[-0.03878784  0.05355835  0.00912476 ...  0.09588623  0.08117676
  0.05422974]",metal,22050
"[-0.02087402 -0.02761841 -0.04104614 ... -0.02133179  0.05526733
  0.04312134]",metal,22050
[0.0100708  0.06564331 0.06677246 ... 0.01190186 0.02789307 0.04650879],metal,22050
"[-0.05136108 -0.1427002  -0.16308594 ... -0.29525757 -0.22854614
  0.04794312]",metal,22050
"[-0.00842285 -0.05541992 -0.05349731 ... -0.19763184 -0.30459595
 -0.20803833]",metal,22050
"[-0.24209595 -0.04730225  0.06091309 ... -0.1425476  -0.17355347
 -0.12905884]",metal,22050
"[ 0.05136108  0.03598022  0.00067139 ... -0.15332031 -0.09997559
 -0.14892578]",metal,22050
"[ 0.03741455 -0.0725708  -0.11480713 ... -0.16549683 -0.11206055
 -0.11181641]",metal,22050
"[-0.13476562 -0.03012085 -0.05203247 ... -0.27575684 -0.29690552
 -0.29125977]",metal,22050
[0.15292358 0.17767334 0.21743774 ... 0.0614624  0.0770874  0.07592773],metal,22050
"[-0.29574585 -0.26992798 -0.15057373 ...  0.08013916 -0.02252197
 -0.15100098]",metal,22050
[0.03948975 0.05557251 0.03442383 ... 0.09945679 0.01248169 0.03640747],metal,22050
"[ 0.5633545   0.65719604  0.42919922 ... -0.04171753  0.0887146
 -0.3196106 ]",metal,22050
"[-0.0241394   0.05383301  0.08557129 ...  0.15316772  0.18502808
  0.21829224]",metal,22050
"[ 0.03286743  0.03845215  0.06991577 ... -0.4360962  -0.40264893
 -0.37072754]",metal,22050
"[ 0.03170776  0.01437378 -0.00125122 ...  0.06469727  0.06817627
  0.08590698]",metal,22050
"[-0.08712769 -0.12106323 -0.14590454 ...  0.04421997  0.0440979
  0.04092407]",metal,22050
"[ 0.03787231  0.04629517  0.06582642 ... -0.0123291  -0.01153564
 -0.0925293 ]",metal,22050
"[-0.1156311  -0.04870605 -0.02822876 ... -0.01867676 -0.02383423
 -0.00875854]",metal,22050
"[-0.0173645   0.01452637  0.02264404 ... -0.03912354 -0.03588867
 -0.01013184]",metal,22050
"[-0.12442017 -0.20019531 -0.14730835 ...  0.01928711  0.00610352
 -0.00448608]",metal,22050
"[ 0.10452271  0.15914917  0.10348511 ... -0.01296997  0.00421143
  0.00302124]",metal,22050
"[ 0.04193115  0.06799316  0.05114746 ...  0.23345947  0.12826538
 -0.0302124 ]",metal,22050
"[-0.06201172 -0.0647583   0.01269531 ...  0.17086792  0.18267822
  0.17208862]",metal,22050
"[-0.22640991 -0.38705444 -0.40716553 ... -0.16696167 -0.14016724
 -0.09039307]",metal,22050
"[-0.02984619 -0.05477905 -0.06448364 ... -0.2107544  -0.21142578
 -0.22033691]",pop,22050
"[-0.00411987 -0.01394653 -0.00933838 ...  0.1670227   0.06036377
  0.04608154]",pop,22050
"[ 0.03451538  0.04815674  0.06430054 ... -0.06954956 -0.1444397
 -0.19223022]",pop,22050
"[-0.24386597 -0.22479248 -0.18130493 ... -0.09216309 -0.10147095
 -0.18832397]",pop,22050
"[ 0.06802368  0.11877441  0.07830811 ... -0.18048096 -0.14428711
 -0.22964478]",pop,22050
"[-0.11010742 -0.15396118  0.02597046 ... -0.20388794 -0.24765015
 -0.2553711 ]",pop,22050
"[ 0.07803345 -0.03765869  0.12664795 ...  0.45474243  0.43637085
  0.35180664]",pop,22050
"[ 0.01235962 -0.01074219 -0.03161621 ... -0.19876099  0.03173828
  0.05938721]",pop,22050
"[-0.00198364  0.06552124  0.1253357  ...  0.22796631  0.31658936
  0.3052063 ]",pop,22050
"[-0.401886   -0.44421387 -0.40725708 ... -0.3289795  -0.39907837
 -0.5903015 ]",pop,22050
[0.14556885 0.09173584 0.03552246 ... 0.00228882 0.03567505 0.08633423],pop,22050
"[-0.19229126 -0.08969116  0.02322388 ... -0.16653442 -0.0585022
  0.01345825]",pop,22050
